拠点名,DB名,郵便番号,住所,電話番号
認可保育園　おひさま,ネット検索,,板野郡藍住町住吉字江端8-1,088-693-3317
那賀町地域子育て支援センター,ネット検索,7715207,那賀郡那賀町阿井字寺西7,0884-64-1220
あおぞらほいく,ネット検索,7740045,阿南市宝田町今市金剛寺35-1,0884-22-9558
なかよしひろば（平島こどもセンター）,ネット検索,7740000,阿南市那賀川町刈屋370-5,0884-21-2002
にこにこひろば（今津こどもセンター）,ネット検索,7791114,阿南市那賀川町今津浦喜来65-1,0884-42-0720
ふれあいひろば（橘こどもセンター）,ネット検索,,阿南市橘町久保38-3,0884-28-1725（子育て支援センター）
みんなのひろば（岩脇こどもセンター）,ネット検索,,阿南市羽ノ浦町岩脇神代地85番地1,0884-44-5059
子育て支援スペースＮｕｕＮ,ネット検索,7740030,阿南市富岡町今福寺49-10,080-4037-2844
宝田こどもセンター,ネット検索,7740045,阿南市宝田町久保田97-1,0884-22-8099
新野こどもセンター,ネット検索,7791510,阿南市新野町片山54,0884-36-2241
認定こども園はのうら幼稚園,ネット検索,7791102,阿南市羽ノ浦町宮倉太田40-3,0884-44-5563
阿南市子育て家庭支援センター,ネット検索,7791108,阿南市羽ノ浦町明見295-1,0884-44-2205
阿南市新野こどもセンター,ネット検索,7791510,阿南市新野町片山54,0884-36-2241
一条子育て支援センター「なかよしルーム」,ネット検索,7711402,阿波市吉野町西条字岡ノ川原134番地1（一条認定こども園内）,088-696-3046
伊沢子育て支援センター「たんぽぽルーム」,ネット検索,7711703,阿波市阿波町南柴生83-1（伊沢認定こども園内）,0883-35-3866
八幡子育て支援センター「にこにこルーム」,ネット検索,7711627,阿波市市場町大野島字稲荷179（八幡認定こども園内）,0883-36-3288
土成子育て支援センター「わんぱく広場」,ネット検索,7711507,阿波市土成町吉田字寺の下1-1（土成保健センター内）,088-695-5683
大俣子育て支援センター「すくすくルーム」,ネット検索,7711613,阿波市市場町大俣字行峯257-1（大俣認定こども園内）,0883-36-2809
子育て支援センター「かもめふれんずぱーく」,ネット検索,7711702,阿波市阿波町森沢26（久勝かもめこども園内）,0883-35-5086
子育て支援センター「かもめ・すまいるclub」,ネット検索,,阿波市市場町市場字上野段669（市場かもめこども園内）,0883-30-1219
子育て支援センター子育てサロン「こあら組」,ネット検索,7711706,阿波市阿波町東整理155-1（はやし子ども園内）,0883-35-5046
子育て支援センター子育てサロン「ももちゃん組」,ネット検索,7711401,阿波市吉野町柿原字ヒロナカ238-1（かきはら子ども園内）,088-696-2528
阿波子育て支援センター「あおぞら」,ネット検索,7711703,阿波市阿波町東原173-1（あわむすび阿波地域交流センター内）,0883-30-3536
いずみのひろば,ネット検索,7720051,鳴門市鳴門町高島字南433-2（幼保連携型認定こども園IZUMI）,088-687-0616
せいねんのひろば,ネット検索,7720051,鳴門市鳴門町高島字北221（公私連携幼保連携型認定こども園成稔）,088-687-1679
にこにこひろば,ネット検索,7720002,鳴門市撫養町斎田字浜端南125-1,088-678-7784
にんていこどもえんすくすく,ネット検索,7790302,鳴門市大麻町大谷字井利の肩29-1　（認定こども園すくすく）,088-689-3733
出張にこにこひろば,ネット検索,7790223,鳴門市大麻町川崎394,088-678-7784（子育て応援団レインボー）088-689-2767（板東南ふれあいセンター）
鳴門市　さくらんぼ,ネット検索,7720003,鳴門市撫養町南浜字蛭子前西92-1（認定こども園さら）,088-685-3458
鳴門市地域子育て支援センター,ネット検索,7720002,鳴門市撫養町斎田字西発88-1,088-686-9227
久万高原町つどいの広場,ネット検索,7911201,上黒岩2913,0892-56-0182
地域子育て支援センター（Happy House）,ネット検索,7911201,久万1444-5,0892-21-3192
にこにこ広場おぉきくなぁれ,ネット検索,,喜田村8-4-48,0898-47-4022
ばりっこ広場,ネット検索,7940043,南宝来町1-9-8（総合福祉センター２階）,0898-22-6026
ハルモニア広場,ネット検索,7940821,立花町2-6-11,0898-24-2370
今治市社会福祉協議会子育て支援センターたまがわ　たまっこらんど,ネット検索,7940102,玉川町大野甲86-1（玉川福祉センター２階）,0898-36-8140
今治虎岳保育園地域子育て支援センター　とらっこくらぶ,ネット検索,7940004,鐘場町1-3-8,0898-24-2500
子育てひろば ハピ,ネット検索,7940068,にぎわい広場1-1（イオンモール今治新都市１階）,0898-24-2951
子育て広場あそぼーの,ネット検索,7992101,波方町波方甲2029（なみっこ交流館内）,0898-41-9770
子育て広場しましま,ネット検索,7942304,伯方町北浦甲2255（鎮守の杜内）,070-1920-4662
山路白鳩つどいの広場,ネット検索,7940081,阿方甲1296-1,0898-52-8335
志々満おひさまセンター,ネット検索,,桜井6-2-1（志々満保育園内）,0898-48-0254
輪い和い親子広場,ネット検索,7992203,大西町新町甲734-10,0898-53-5731
子育て支援拠点「あおぞら」,ネット検索,7993127,尾崎3-1,080-2997-1313
子育て交流広場　スマイルルーム,ネット検索,7960300,湊浦1992-1,0894-38-0217
保内児童センター,ネット検索,7960202,保内町宮内1-36-1,0894-21-2846
内子町子育て支援センター,ネット検索,7913301,城廻275-1,0893-44-6355
みしま乳児保育園子育て支援センター　ひよこ,ネット検索,7990422,中之庄町542（みしま乳児保育園内）,0896-28-1512
乳児保育所こども村子育て支援センター,ネット検索,7990112,金生町山田井107（乳児保育園こども村内）,0896-56-1310
四国中央市子育て支援センター　すくすく,ネット検索,7990405,三島中央2-1-18（みしま児童センター内）,0896-28-6155
土居おやこ広場,ネット検索,7990712,土居町入野178-1（土居こども館内）,0896-28-6394
親子のくつろぎスペース　にこにこルーム,ネット検索,7990101,川之江町1814-5（四国中央ドットコム２階）,0896-58-8726
親子ふれあい広場ふわりん,ネット検索,7990405,三島中央3-14-31,0896-23-2526
喜多地域子育て支援センター,ネット検索,7950052,若宮625-4,0893-24-2722
大和地域子育て支援センター,ネット検索,7950000,長浜町下須戒8-2,0893-59-3773
大洲地域子育て支援センター,ネット検索,7950012,大洲830-1,0893-24-2285
徳森地域子育て支援センター,ネット検索,7950061,徳森1809-1,0893-25-4735
丸穂保育園「まるおルーム」,ネット検索,7980038,丸穂甲900-1,0895-25-7285
宇和島済美保育園「ひまわりルーム」,ネット検索,7980037,丸穂町3-2-30,0895-22-0512
尾串保育園「なつめルーム」,ネット検索,7980083,夏目町1-12-12,0895-22-7039
石丸保育園「れんげルーム」,ネット検索,7980078,祝森甲811,0895-27-2260
立正保育園「こばとルーム」,ネット検索,7980070,神田川原新3-1,0895-22-1377
認定こども園元気の泉「げんきっこ倶楽部」,ネット検索,,伊吹町馬場甲418-3,0895-25-0415
はまゆう乳幼児保育所地域子育て支援センター「どんぐりの会」,ネット検索,7984100,御荘平城5274,0895-72-4328
子育て支援グループ　こぶたたんぽぽポケットとんぼ「こぶたの広場」,ネット検索,7984100,城辺甲2652,0895-73-7321
御荘保育所子育て支援センター「こあら」,ネット検索,7984100,御荘平城2510-2,0895-72-0598
moku moku hiroba,ネット検索,7920050,萩生407-2,0897-47-6690
にこちゃんパーク,ネット検索,7920893,多喜浜1-2-16,0897-46-4545
プラネットキッズ,ネット検索,7920824,上泉町8-5　創作ビル401号,0897-47-6775
子育てひろば　ピノッキオ,ネット検索,7920887,高田町1-1-64,0897-34-6121
子育て広場 ポノ,ネット検索,7920007,前田町8番8号（イオンモール新居浜１階）,0897-47-7776
子育て広場　キッズ・政枝,ネット検索,7920032,政枝町2-2-1,0897-47-8180
朝日保育園地域子育て支援センター,ネット検索,7920802,新須賀町3-4-5,0897-33-0188
泉川保育園地域子育て支援センター,ネット検索,7920828,松原町11-15,0897-44-6611
東温市地域子育て支援センター,ネット検索,7910301,南方262,0894-966-2080
松前町子育て世代包括支援センター,ネット検索,7913100,筒井710-1,089-985-4151
松野町子育て支援センター「つくしんぼ」,ネット検索,7982100,松丸166-1,0895-42-0204
つどいの広場「ぽっかぽか」,ネット検索,7912100,高尾田1171-3,089-958-3405
地域子育て支援センター　コアラルーム,ネット検索,7960907,三瓶町朝立2-35-5,0894-33-3118
宇和保育園地域子育て支援センター,ネット検索,7970018,宇和町下松葉177-1,0894-89-2759
かんべ幼稚園「にじいろ」,ネット検索,7930053,洲之内甲221,0897-56-3229
中川さくら保育園「さくらんぼ」,ネット検索,7910531,丹原町来見甲1051,0898-73-2141
小松東保育所「たんぽぽくらぶ」,ネット検索,7991101,小松町新屋敷甲3003,0898-72-2113
東予南こども園「らっこ・はうす」,ネット検索,7991364,石田397-1,0898-64-3112
河北こども園「ぺんぎん・はうす」,ネット検索,7991301,三芳300-2,0898-66-5127
神拝保育園「元気にこにこ堂」,ネット検索,7930025,栄町254-1,090-7624-9420
